scenario_id,regime,regime_label,variant,rows,columns,n_p,n_q,target_mi,minimum_joint_expected_pair,sample_size_ratio_q_to_p,simulation_seed,replicates,correction,valid_replicates,mean_delta_error,mean_standard_error,standardized_mean_bias,empirical_delta_sd,sd_to_mean_se_ratio
adversarial_3x5_d8,widespread_sparse,Widespread sparsity,variant_1,3,5,55,55,0.1,0.000347412423323,1.0,3343794369,10000,jackknife,10000,0.00048825248859405345,0.09051221773290521,0.005394326874575652,0.10190377695313825,1.1258565915802514
adversarial_3x5_d9,widespread_sparse,Widespread sparsity,variant_2,3,5,87,174,0.15,5.340286831165687e-10,2.0,318345911,10000,analytic,10000,0.015949451647015157,0.06887632357101298,0.23156653578600095,0.07306382982188987,1.0607974705060947
adversarial_3x5_d9,widespread_sparse,Widespread sparsity,variant_2,3,5,87,174,0.15,5.340286831165687e-10,2.0,318345911,10000,jackknife,10000,0.0025645487179765856,0.06887632357101298,0.03723411159326006,0.07556219561111036,1.0970706868987294
fixed_5x5_d0,well_sampled,Well sampled,variant_1,5,5,375,375,0.1,2.1399149972822435,1.0,2198185237,10000,analytic,10000,-0.00018923267153050355,0.03276088389825643,-0.005776177227641123,0.03262219034571847,0.995766489299596
fixed_5x5_d0,well_sampled,Well sampled,variant_1,5,5,375,375,0.1,2.1399149972822435,1.0,2198185237,10000,jackknife,10000,-8.327199850338331e-05,0.03276088389825643,-0.00254181171552014,0.032504729601376195,0.9921810932307028
fixed_5x5_d1,well_sampled,Well sampled,variant_2,5,5,375,375,0.15,1.9234614114418656,1.0,731714546,10000,analytic,10000,0.0003923125032103556,0.03755848534289923,0.01044537604827895,0.03809264408267562,1.0142220522180183
fixed_5x5_d1,well_sampled,Well sampled,variant_2,5,5,375,375,0.15,1.9234614114418656,1.0,731714546,10000,jackknife,10000,0.00037910649126041954,0.03755848534289923,0.01009376410681303,0.03801901138813892,1.0122615712810357
fixed_5x5_d2,moderate,Moderate,variant_1,5,5,200,200,0.1,0.8202963330765136,1.0,30925125,10000,analytic,10000,0.00046739976938590065,0.0474274798651863,0.00985504122745917,0.048227993159118084,1.0168786808029282
fixed_5x5_d2,moderate,Moderate,variant_1,5,5,200,200,0.1,0.8202963330765136,1.0,30925125,10000,jackknife,10000,-5.986725288927986e-06,0.0474274798651863,-0.00012622904075749734,0.04858250971514052,1.0243535995004882
fixed_5x5_d3,moderate,Moderate,variant_2,5,5,150,300,0.15,0.4740381270529376,2.0,3324953407,10000,analytic,10000,0.0029511567400784264,0.05483702446140216,0.05381686495691686,0.05708392897016107,1.0409742237261692
fixed_5x5_d3,moderate,Moderate,variant_2,5,5,150,300,0.15,0.4740381270529376,2.0,3324953407,10000,jackknife,10000,-0.0021607881655518204,0.05483702446140216,-0.039403818620259434,0.05804752241846062,1.0585461736589705
stress_5x5_d4,highly_sparse,Highly skewed and sparse,variant_1,5,5,619,619,0.1,2.591343658556239,1.0,224210588,10000,analytic,10000,0.00012049315185421041,0.024383969608328743,0.004941490404952523,0.02429842596334266,0.9964918080870285
stress_5x5_d4,highly_sparse,Highly skewed and sparse,variant_1,5,5,619,619,0.1,2.591343658556239,1.0,224210588,10000,jackknife,10000,0.00013301047178147804,0.024383969608328743,0.005454832577220984,0.02424880624279076,0.9944568760661588
stress_5x5_d5,highly_sparse,Highly skewed and sparse,variant_2,5,5,297,594,0.15,1.543590071094343,2.0,4175141723,10000,analytic,10000,0.0008382085880857686,0.03778904879634073,0.022181256601699267,0.03856237011420061,1.0204641646850547
stress_5x5_d5,highly_sparse,Highly skewed and sparse,variant_2,5,5,297,594,0.15,1.543590071094343,2.0,4175141723,10000,jackknife,10000,-0.0011415331368057648,0.03778904879634073,-0.030208041037442155,0.038518401800235906,1.0193006446874577
stress_5x5_d6,ultra_sparse,Ultra-skewed and sparse,variant_1,5,5,473,473,0.1,0.4127280379813153,1.0,2032883690,10000,analytic,10000,-0.0008989126024431249,0.028137977428073908,-0.03194659618804936,0.028218638236096796,1.0028666171272997
stress_5x5_d6,ultra_sparse,Ultra-skewed and sparse,variant_1,5,5,473,473,0.1,0.4127280379813153,1.0,2032883690,10000,jackknife,10000,0.0006953353043683282,0.028137977428073908,0.02471163061189239,0.02849843770310641,1.0128104543389413
