scenario_id,regime,regime_label,rows,columns,n_p,n_q,target_mi,method,replicates,valid_replicates,valid_rate,fpr_05,fpr_05_low,fpr_05_high,absolute_fpr_error_05,median_runtime_ms,p95_runtime_ms
fixed_3x3_d0,well_sampled,Well sampled,3,3,200,200,0.1,expanded_welch,200,200,1.0,0.05,0.02738264560076392,0.08957814813877599,0.0,0.17991592176258564,0.19061033381149167
fixed_3x3_d0,well_sampled,Well sampled,3,3,200,200,0.1,constrained_lr,200,200,1.0,0.05,0.02738264560076392,0.08957814813877599,0.0,9.088166523724794,9.404662461020052
fixed_3x3_d0,well_sampled,Well sampled,3,3,200,200,0.1,student_permutation,200,200,1.0,0.06,0.034652194254331865,0.10193169295766272,0.009999999999999995,0.6718960357829928,0.7013331982307136
fixed_3x3_d1,well_sampled,Well sampled,3,3,200,200,0.15,normal_wald,200,200,1.0,0.075,0.045974917184382014,0.12004361023629459,0.024999999999999994,0.18037506379187107,0.1971751218661666
fixed_3x3_d1,well_sampled,Well sampled,3,3,200,200,0.15,expanded_welch,200,200,1.0,0.075,0.045974917184382014,0.12004361023629459,0.024999999999999994,0.18037506379187107,0.1971751218661666
fixed_3x3_d1,well_sampled,Well sampled,3,3,200,200,0.15,constrained_lr,200,200,1.0,0.08,0.049840585889759974,0.12598948826714396,0.03,9.02902102097869,13.625232700724155
fixed_3x3_d1,well_sampled,Well sampled,3,3,200,200,0.15,student_permutation,200,200,1.0,0.08,0.049840585889759974,0.12598948826714396,0.03,0.6742705591022968,0.7155525148846209
fixed_3x3_d2,moderate,Moderate,3,3,100,100,0.1,normal_wald,200,200,1.0,0.045,0.023852543001492987,0.08329670400181959,0.0050000000000000044,0.17979100812226534,0.1905964338220656
fixed_3x3_d2,moderate,Moderate,3,3,100,100,0.1,expanded_welch,200,200,1.0,0.045,0.023852543001492987,0.08329670400181959,0.0050000000000000044,0.17979100812226534,0.1905964338220656
fixed_3x3_d2,moderate,Moderate,3,3,100,100,0.1,constrained_lr,200,200,1.0,0.045,0.023852543001492987,0.08329670400181959,0.0050000000000000044,8.612666511908174,13.35910598281771
fixed_3x3_d2,moderate,Moderate,3,3,100,100,0.1,student_permutation,200,200,1.0,0.06,0.034652194254331865,0.10193169295766272,0.009999999999999995,0.6739165401086211,0.7019731216132641
fixed_3x3_d3,moderate,Moderate,3,3,100,200,0.15,normal_wald,200,200,1.0,0.07,0.04215217182834281,0.11405480885610646,0.020000000000000004,0.17977063544094563,0.18877083202823994
fixed_3x3_d3,moderate,Moderate,3,3,100,200,0.15,expanded_welch,200,200,1.0,0.065,0.03837635464915297,0.10801907929906894,0.015,0.17977063544094563,0.18877083202823994
fixed_3x3_d3,moderate,Moderate,3,3,100,200,0.15,constrained_lr,200,200,1.0,0.075,0.045974917184382014,0.12004361023629459,0.024999999999999994,8.830457925796509,14.369818731211126
fixed_3x3_d3,moderate,Moderate,3,3,100,200,0.15,student_permutation,200,200,1.0,0.055,0.030985341703458832,0.09578699877230841,0.0049999999999999975,0.6787709426134825,0.7060871226713061
stress_3x3_d4,highly_sparse,Highly skewed and sparse,3,3,277,277,0.1,normal_wald,200,200,1.0,0.07,0.04215217182834281,0.11405480885610646,0.020000000000000004,0.1808333909139037,0.19850420067086816
stress_3x3_d4,highly_sparse,Highly skewed and sparse,3,3,277,277,0.1,expanded_welch,200,200,1.0,0.065,0.03837635464915297,0.10801907929906894,0.015,0.1808333909139037,0.19850420067086816
stress_3x3_d4,highly_sparse,Highly skewed and sparse,3,3,277,277,0.1,constrained_lr,200,200,1.0,0.065,0.03837635464915297,0.10801907929906894,0.015,9.407083503901958,14.29224603343755
stress_3x3_d4,highly_sparse,Highly skewed and sparse,3,3,277,277,0.1,student_permutation,200,200,1.0,0.14,0.09866982633455634,0.1948988086570756,0.09000000000000001,0.6763540441170335,0.7020870805718005
stress_3x3_d5,highly_sparse,Highly skewed and sparse,3,3,433,866,0.15,normal_wald,200,200,1.0,0.05,0.02738264560076392,0.08957814813877599,0.0,0.1805000938475132,0.1959244138561189
stress_3x3_d5,highly_sparse,Highly skewed and sparse,3,3,433,866,0.15,expanded_welch,200,200,1.0,0.05,0.02738264560076392,0.08957814813877599,0.0,0.1805000938475132,0.1959244138561189
stress_3x3_d5,highly_sparse,Highly skewed and sparse,3,3,433,866,0.15,constrained_lr,200,200,1.0,0.04,0.020405632066152302,0.07693206820093294,0.010000000000000002,10.84250002168119,15.842941973824052
stress_3x3_d5,highly_sparse,Highly skewed and sparse,3,3,433,866,0.15,student_permutation,200,200,1.0,0.05,0.02738264560076392,0.08957814813877599,0.0,0.6814788794144988,0.707041728310287
stress_3x3_d6,ultra_sparse,Ultra-skewed and sparse,3,3,64,64,0.1,normal_wald,200,200,1.0,0.07,0.04215217182834281,0.11405480885610646,0.020000000000000004,0.18227053806185722,0.20139367552474133
stress_3x3_d6,ultra_sparse,Ultra-skewed and sparse,3,3,64,64,0.1,expanded_welch,200,200,1.0,0.05,0.02738264560076392,0.08957814813877599,0.0,0.18227053806185722,0.20139367552474133
stress_3x3_d6,ultra_sparse,Ultra-skewed and sparse,3,3,64,64,0.1,constrained_lr,200,200,1.0,0.05,0.02738264560076392,0.08957814813877599,0.0,12.123457854613662,22.79608338139951
